ID,URL,Title,Text,Summary,Topic,Label
81,https://www.lelibrepenseur.org/explosif-pour-linstitut-superieur-de-la-sante-italien-le-covid-19-a-tue-moins-que-la-grippe/,"EXPLOSIF : pour l’Institut Supérieur de la Santé italien, le Covid-19 a tué moins que la grippe !","EXPLOSIF : pour l’Institut Supérieur de la Santé italien, le Covid-19 a tué moins que la grippe !. Alors que l’on nous a présenté l’Italie comme un des très mauvais élèves au niveau de la mortalité Covid-19, il s’avère finalement que sur les 130 468 décès enregistrés par les statistiques gouvernementales au moment de la réalisation de ce rapport (5 oct. 2021), seulement 3 783 seraient dus au virus lui-même. Les comorbidités étaient nombreuses et sérieuses : 65,8% d’hypertension artérielle, 23,5% de démence sénile, 29,3% de diabète, 24,8% de fibrillation auriculaire, 17,4 % avaient des poumons malades, 16,3 % avaient eu un cancer au cours des 5 dernières années, 15,7% d’insuffisance cardiaque… Sans oublier bien entendu le point le plus important, c’est-à-dire la moyenne d’âge des décès que nous pouvons retrouver sur le site officiel de l’ISS (Institut supérieur de santé italien) sur les 130 468 victimes : 80 ans ! Sachant que l’espérance de vie en Italie est de 82 ans.","L’Institut Supérieur de la Santé italien, le Covid-19 a tué moins that la grippe !. 3 783 seraient dus au virus lui-même.",Sécurité & criminalité,Santé publique & médecine 
82,https://www.bvoltaire.fr/tribune-en-pleine-affaire-ocean-vicking-le-passeur-cedric-herrou-va-rencontrer-des-lyceens/,"[Tribune] En pleine affaire Ocean Viking, le passeur Cédric Herrou va rencontrer des lycéens !","[Tribune] En pleine affaire Ocean Viking, le passeur Cédric Herrou va rencontrer des lycéens !. Alors que l'Ocean Viking débarquait ses clandestins le 11 novembre, dans le port de Toulon, nous apprenions, grâce à notre réseau de Parents Vigilants, que Cédric Herrou rencontrera les lycéens d’un établissement de Luçon (le lycée Atlantique, pour ne pas le nommer), le vendredi 18 novembre 2022, de 13 à 15 heures. Une information confirmée par Ouest-France. Pour rappel, M. Herrou est un agriculteur actif dans l’aide aux clandestins.","Cédric Herrou rencontrera les lycéens d’un établissement de Luçon (le lycée Atlantique) Le vendredi 18 novembre 2022, de 13 à 15 heures.",Sécurité & criminalité,Société & culture
83,https://www.francesoir.fr/societe-transport/info-trafic-greve-sncf-les-lignes-du-transilien-tres-perturbees-vendredi-13,Info Trafic - Grève SNCF: les lignes du Transilien très perturbées vendredi 13,"Info Trafic - Grève SNCF: les lignes du Transilien très perturbées vendredi 13. La grève de la SNCF reprend vendredi 13 avec un gros impact sur les lignes du réseau Transilien. Il faudra globalement s'attendre à un train sur trois avec parfois des axes totalement fermés à la circulation où des bus seront déployés. Les cheminots sont de nouveaux appelés à cesser le travail vendredi 13 avril, conformément au calendrier de la grève perlée prévue au moins jusqu'au 28 juin. De fortes perturbations sont donc attendues sur le réseau Transilien après trois jours d'une circulation certes réduite mais qui n'a pas créé de pagaille monstre.",La grève de la SNCF reprend vendredi 13 avec un gros impact sur les lignes du réseau Transilien. Il faudra globalement s'attendre à un train sur trois avec parfois des axes totalement fermés.,Sécurité & criminalité,Société & culture
84,https://lesdeqodeurs.fr/tous-complotistes-en-2022/,Tous complotistes en 2022 !!!,"Tous complotistes en 2022 !!!. En octobre dernier, on vous annonçait que les déclarations de Fauci étaient mises à mal par certains documents provenant de la DARPA: Le NIH admet avoir financé les expériences de gain de fonction du Covid Article original datant du 22/10/21 Et donne à EcoHealth cinq jours pour communiquer les données Un haut responsable du NIH a admis dans une lettre datée de mercredi que le projet de recherche financé par les États-Unis, dite « de gain de fonction », à Wuhan, en Chine, -ainsi que l’organisation américaine à but non lucratif qui […] Ces affirmations viennent d’être confirmées par une source secondaire de la DARPA: Project Veritas a obtenu un rapport distinct adressé à l’inspecteur général du ministère de la Défense, rédigé par le major du Corps des Marines américain, Joseph Murphy, un ancien boursier de la DARPA. Le rapport indique qu’EcoHealth Alliance a approché la DARPA en mars 2018, demandant un financement pour mener des recherches sur le gain de fonction des coronavirus transmis par les chauves-souris. La proposition, nommée Project Defuse, a été rejetée par la DARPA pour des raisons de sécurité et parce qu’elle violait le moratoire sur la recherche sur le gain de fonction. Bon réflexe : on se met les documents dans un coin… Les documents militaires sur le gain de fonction contredisent le témoignage sous serment de Fauci Le SARS-CoV-2 est un vaccin recombinant de chauve-souris créé par les Américains, ou son virus précurseur.","Le NIH admet avoir financé les expériences de gain de fonction du Covid Article original datant du 22/10/21 Et donne à EcoHealth cinq jours pour communiquer les données. Un haut responsable du NIH a admis dans une lettre datée de mercredi that le projet de recherche financée par les États-Unis, dite « de gain of fonctions », à Wuhan, en Chine.",Politique,Politique
85,https://www.breizh-info.com/2021/10/18/172821/soutien-a-la-maternite-de-guingamp-un-rassemblement-le-23-octobre/,Soutien à la maternité de Guingamp. Un rassemblement le 23 octobre,"Soutien à la maternité de Guingamp. Un rassemblement le 23 octobre. Une réunion de la commission médicale de l’hôpital de Guingamp a révélé mi-septembre une nouvelle menace de fermeture de la maternité mais aussi de la chirurgie. Le prétexte trouvé pour ces potentielles fermetures ? Le manque de pédiatres ou d’anesthésistes notamment dans le domaine de la chirurgie, de la médecine.","Une réunion de la commission médicale de l’hôpital de Guingamp a révélé une nouvelle menace de fermeture. Le manque de pédiatres ou d’anesthésistes notamment dans le domaine de la chirurgie, de la médecine.",Santé publique & médecine,Santé publique & médecine
86,https://www.lelibrepenseur.org/electricite-lespagne-et-le-portugal-decrochent-du-systeme-europeen/,Electricité : l’Espagne et le Portugal décrochent du système européen,"Electricité : l’Espagne et le Portugal décrochent du système européen. Voici la preuve éclatante – d’une extrême violence – que c’est l’adhésion à l’Union européenne qui fait exploser les factures énergétiques d’au moins 25 % ! Il suffira donc à l’Espagne et au Portugal de sortir de ce marché européen absurde pour réaliser une très belle ristourne à leurs citoyens ! Feu vert à la baisse des tarifs d’électricité. Madrid a approuvé vendredi par décret la limitation des prix du gaz qui entre dans la production électrique, afin d’alléger la note d’électricité des ménages comme des industries.",L’adhésion à l’Union européenne fait exploser les factures énergétiques. Madrid a approuvé vendredi par décret la limitation des prix du gaz.,Société & culture,Société & culture
88,https://www.francesoir.fr/opinions-tribunes/covid-19-spike-arn-et-vaccins-et-si-lancait-les-etudes-prealables,"Covid-19 : Spike, ARN et ""vaccins""… Et si on lançait les études préalables ?","Covid-19 : Spike, ARN et 'vaccins'… Et si on lançait les études préalables ?. TRIBUNE — Alors que l’ARN des « vaccins » Covid-19 et la protéine Spike vaccinale (potentiellement délétère) peuvent persister plusieurs mois dans l’organisme, on envisage un boost tous les trois mois. Serait-il temps de procéder aux études… préalables ? Les « vaccins » contre le Covid-19 actuellement utilisés en France sont fondés sur la production de protéine Spike par notre organisme, suite à l’injection d’ARN messager codant pour cette protéine [1] [2]. Le remarquable travail bibliographique du Dr Jean-François Lesgards, publié le 20 août 2021, a clairement fait le bilan de la toxicité de la protéine Spike (et de sa sous-unité S 1 ).","L’ARN des ‘vaccins » Covid-19 et la protéine Spike vaccinale (potentiellement délétère) peuvent persister plusieurs mois dans l’organisme. Le remarquable travail bibliographique du Dr Jean-François Lesgards, publié le 20 août 2021, a clairement fait le bilan.",Sécurité & criminalité,Santé publique & médecine 
89,https://www.polemia.com/chloroquine-entre-science-et-empirisme-une-impasse-politique/,"Chloroquine : entre science et empirisme, une impasse politique","Chloroquine : entre science et empirisme, une impasse politique. Par Dominique Remmaker, biologiste et chercheur ♦ Malgré l’inévitable hystérie qui s’invite chaque jour sur les chaînes d’information continue, le débat actuel concernant l’utilité de la chloroquine dans le traitement de l’infection à Corona virus SARS Cov 2 n’en est pas moins intéressant d’un point de vue éthique et politique. De l’empirisme médical à la biologie moléculaire Posons le préalable scientifique : durant les dernières décennies, approximativement depuis la fin de la seconde guerre mondiale, la recherche médicale a pratiquement rompu avec l’empirisme qui avait permis depuis Hippocrate (IVe siècle avant J.-C.) et l’École de Cos, de faire un certain nombre de progrès, au demeurant laborieux, dans la lutte contre les fléaux qui affligent l’humanité, au premier rang desquels les maladies infectieuses. L’empirisme médical consistait à profiter au mieux de ce que le hasard et la nature pouvaient mettre à disposition des hommes, pour peu que ceux-ci aient le regard affûté et « l’esprit préparé », selon le mot de Pasteur. C’est ainsi que fut découverte la Pénicilline par Fleming, Chain et Florey, ainsi que la… chloroquine, dérivé synthétique de la quinine, isolée en 1820 à partir d’une écorce d’arbre (Cinchona), utilisée au Pérou contre la fièvre dans le cadre de la médecine traditionnelle indigène.","Chloroquine : entre science and empirisme, une impasse politique. Par Dominique Remmaker, biologiste et chercheur. Malgré l’inévitable hystérie qui s’invite chaque jour sur les chaînes d’information.",Politique,Santé publique & médecine 
90,https://lalettrepatriote.com/ursula-von-der-leyen-non-elue-et-intouchable/,"Ursula von der Leyen, non-élue et intouchable","Ursula von der Leyen, non-élue et intouchable. Usant de sa qualité de présidente non-élue de la Commission européenne, Ursula von der Leyen a négocié – seule, sans aucun mandat – directement avec Albert Bourla, PDG de Pfizer, l’achat de doses de « vaccin » pour plus de 70 milliards d’euros. Ces négociations se sont faites par SMS, ce qui, en soi, est une grande curiosité. Divers organismes de l’UE ont donc demandé à Mme von der Leyen de montrer les SMS en question. Chaque fois, elle a refusé.","Ursula von der Leyen a négocié – seule, sans aucun mandat – directement avec Albert Bourla, PDG de Pfizer, l’achat de doses de 'vaccin' Chaque fois, elle a refusé.",Société & culture,Politique
91,https://www.lelibrepenseur.org/tous-au-diner-des-traitres/,Tous au dîner des traîtres,"Tous au dîner des traîtres. Je sors de la projection de Marseille à l’instant : EXCEPTIONNEL !!! Encore une fois une petite merveille. Le laquais Pujadas en prend plein la gueule (je ne savais pas qu’il était aussi petit, plus petit même que le nain !). Le traitre Hervé Bourges en flag de mensonge.",ExceptionionNEL !!! Encore une fois une petite merveille. Le laquais Pujadas en prend plein la gueule.,Société & culture,Politique
92,https://www.dreuz.info/2021/04/rudolph-giuliani-a-autorise-la-publication-de-la-declaration-suivante-concernant-le-raid-du-fbi-chez-lui-le-28-avril-242948.html,Rudolph Giuliani a autorisé la publication de la déclaration suivante concernant le raid du FBI chez lui le 28 avril,"Rudolph Giuliani a autorisé la publication de la déclaration suivante concernant le raid du FBI chez lui le 28 avril. Rudolph Giuliani a autorisé Robert J. Costello à publier le communiqué concernant les événements du 28 avril 2021. Il vient de déclarer qu’en plus du raid à son bureau et chez lui, le FBI a fouillé dans son compte iCloud. Les démocrates, grands défenseurs du droit à la vie privée, sont fous de joie.","Rudolph Giuliani a autorisé la publication de la déclaration suivante concernant le raid du FBI chez lui le 28 avril. Il vient de déclarer qu’en plus du raid à son bureau et chez Lui, le FBI a fouillé dans son compte iCloud.",Politique,Politique
93,https://www.francesoir.fr/politique-france/24-juillet-nouvelles-manifestations-contre-le-passe-sanitaire,24 juillet : nouvelles manifestations nationales contre le passe sanitaire,"24 juillet : nouvelles manifestations nationales contre le passe sanitaire. Alors que le projet de loi sur le passe sanitaire vient d'être adopté à l'Assemblée nationale et envoyé au Sénat, de nombreuses mobilisations sont annoncées pour ce samedi 24 juillet. Déjà samedi dernier, les Français étaient plusieurs centaines de milliers à être dans les rues pour protester contre l'extension du passe sanitaire et son lot de mesures liberticides. Après une semaine de débats parlementaires houleux, la société française ne semble en rien rassurée, au contraire. Entre recours judiciaires, manifestations et pétitions en ligne, les chemins vers la protestation se multiplient.",Le projet de loi sur le passe sanitaire vient d'être adopté à l'Assemblée nationale et envoyé au Sénat. De nombreuses mobilisations sont annoncées pour ce samedi 24 juillet.,Sécurité & criminalité,Santé publique & médecine 
94,https://www.polemia.com/la-candidature-de-zemmour-pourrait-briser-le-cordon-sanitaire-du-front-republicain/,La candidature de Zemmour pourrait briser le cordon sanitaire du « front républicain »,"La candidature de Zemmour pourrait briser le cordon sanitaire du « front républicain ». Par Jean-Yves Le Gallou, président de la Fondation Polémia ♦ Dans un éditorial publié le 7 juin sur Boulevard Voltaire, Jean-Yves Le Gallou revient sur la pertinence d’une candidature d’Éric Zemmour à la prochaine présidentielle. Polémia La France est un pays de castors. Pour les dirigeants de LR comme pour ceux de LREM, un seul objectif politique : faire barrage au Rassemblement national. Rien de nouveau sous le soleil.",La candidature de Zemmour pourrait briser le cordon sanitaire du « front républicain ». La France est un pays de castors. Rien de nouveau sous le soleil.,Politique,Politique
96,https://www.breizh-info.com/2017/11/10/81481/qi-augmente-education-etude-debat/,Le QI peut-il être augmenté par l’éducation ? Une étude relance le débat,"Le QI peut-il être augmenté par l’éducation ? Une étude relance le débat. 10/11/2017 – 08h00 Édimbourg (Breizh-Info.com) – Tous les spécialistes de l’intelligence humaine vous le diront : le QI est un excellent indicateur des capacités cognitives d’un individu. Augmenter le QI a donc été un objectif de nombreux chercheurs et gouvernements. Jusqu’ici, aucun gain durable de QI n’avait été observé.",Le QI est un excellent indicateur des capacités cognitives d’un individu. Le QI peut-il être augmenté par l’éducation ? Une étude relance le débat.,Politique,Société & culture
98,https://lesalonbeige.fr/sacre-de-charles-iii-par-sar-le-prince-charles-emmanuel-de-bourbon-parme/,Sacre de Charles III par SAR le Prince Charles-Emmanuel de Bourbon-Parme,"Sacre de Charles III par SAR le Prince Charles-Emmanuel de Bourbon-Parme. Cet article est une tribune libre, non rédigée par la rédaction du Salon beige. Si vous souhaitez, vous aussi, publier une tribune libre, vous pouvez le faire en cliquant sur « Proposer un article » en haut de la page. Je présente mes vœux d’unité, de continuité et d’avenir radieux dans la sérénité aux Britanniques et aux peuples fidèles à Charles III qui l’ont accompagné par le cœur dans la joie et l’allégresse, lors de son couronnement et de celui de son épouse, la Reine Camilla. Le souverain a reçu, par le sacramentel, une charge lourde et inaliénable, qui le hisse au rang de Serviteur, celui du peuple dans sa globalité et celui de son prochain dans son individualité.","Cet article est une tribune libre, non rédigée par la rédaction du Salon beige. Je présente mes vœux d’unité, de continuité et d‘avenir radieux dans la sérénité aux Britanniques.",Société & culture,Société & culture
99,https://www.francesoir.fr/politique-france/bac-2019-appel-poursuivre-la-greve-jusquau-brevet,Bac 2019: appel à poursuivre la grève jusqu'au brevet,"Bac 2019: appel à poursuivre la grève jusqu'au brevet. L'intersyndicale d'enseignants qui avait appelé à la grève de la surveillance pour l'épreuve de philosophie du bac a décidé d'étendre la protestation sur toute la durée de l'examen, au moins jusqu'au brevet des collèges. L'épreuve d'histoire géographie de ce mardi 18 devrait donc être également concernée, mais les répercussions sont pour l'instant limitées. La grève de la surveillance des épreuves du bac 2019 devrait se poursuivre ce mardi pour celle d'histoire-géographie et même pour toutes les autres, peut-être même celles du brevet des collèges. Les syndicats ont en effet appelé à poursuivre le mouvement, qui dans un premier temps devait se concentrer uniquement sur l'épreuve de philosophie de lundi.",L'intersyndicale d'enseignants décidé d'étendre la protestation sur toute la durée of l'examen. L'épreuve d'histoire géographie de ce mardi 18 devrait donc être également concernée.,Société & culture,Société & culture
